nomes,idade,cidade,estado,cpf,cnpj,cpf_status,cnpj_status
Andres Atkinson Dds,76,Água Clara,MS,22530592268,95009951945906,Valido,Valido
Christopher Harris Jr.,23,Acorizal,MT,12881900429,92718045355834,Valido,Valido
Sharon Harrison Phd,82,Abaetetuba,PA,71719153361,23050037129246,Valido,Valido
Michael Smith Ii,25,Água Branca,PB,24175717730,03270649437560,Valido,Valido
Kyle Jackson Jr.,55,Abreu E Lima,PE,58552841908,57490346616591,Valido,Valido
Casey Lopez Md,62,Acauã,PI,84185608195,07423139458614,Valido,Valido
Tyler Herrera Md,21,Abatiá,PR,02556604050,28449240141505,Valido,Valido
Joseph Riley Md,78,Angra Dos Reis,RJ,09844665337,08631225373850,Valido,Valido
Isabel Ray Phd,74,Acari,RN,27499712095,07706031806181,Valido,Valido
Ryan Salazar Md,83,Alta Floresta D'oeste,RO,67563926461,40045027795720,Valido,Valido
Ryan Barnett Jr.,39,Amajari,RR,44853168230,98363843321700,Valido,Valido
William Maynard Md,32,Aceguá,RS,92543838058,03548678719953,Valido,Valido
Jody Simmons Iii,22,Abdon Batista,SC,89016442820,30855581753633,Valido,Valido
Brandy Rodriguez Phd,71,Amparo De São Francisco,SE,56967261002,44667716044080,Valido,Valido
Amanda Sanders Dds,80,Adamantina,SP,87273776874,31262626754609,Valido,Valido
Lori Moody Dds,19,Abreulândia,TO,74892126349,87621833438064,Valido,Valido
Adam Smith Jr.,62,Acrelândia,AC,06802907020,34862820712287,Valido,Valido
Michael Lopez Dvm,51,Água Branca,AL,80644237325,45416158595006,Valido,Valido
Jeffery Horne Dds,82,Alvarães,AM,01427415234,25121406276574,Valido,Valido
Sarah Alexander Dvm,76,Serra Do Navio,AP,38108363543,60144544102660,Valido,Valido
Vincent Johnson Jr.,84,Abaíra,BA,42218533952,90915951835250,Valido,Valido
Zachary Peterson Ii,69,Abaiara,CE,13301403891,13879081169775,Valido,Valido
Julia Pearson Dvm,29,Brasília,DF,23164664516,34719135786828,Valido,Valido
Kathy Ward Phd,53,Afonso Cláudio,ES,13279199158,61504223628546,Valido,Valido
Wyatt Moses Dds,71,Abadia De Goiás,GO,08585190620,05939296399469,Valido,Valido
Jerry Carter Ii,21,Açailândia,MA,28929924352,59854586480805,Valido,Valido
Brooke Anderson Md,74,Abadia Dos Dourados,MG,23074465670,90945356387176,Valido,Valido
Jesus Meadows Dds,41,Água Clara,MS,14517125106,56344135698452,Valido,Valido
Tina Smith Md,49,Acorizal,MT,52039965980,79799307744935,Valido,Valido
Adrian Petersen Md,61,Abaetetuba,PA,86677953564,40065469189226,Valido,Valido
Carla Gonzalez Md,25,Água Branca,PB,45622762588,21990432421421,Valido,Valido
Andrea Reed Dds,18,Abreu E Lima,PE,03196749835,61525838958001,Valido,Valido
Crystal Moore Dds,37,Acauã,PI,71849203253,18584486004105,Valido,Valido
Tara Ramirez Md,26,Abatiá,PR,20627697410,60790817814393,Valido,Valido
Thomas Martin Dds,70,Angra Dos Reis,RJ,78705455898,77532759569584,Valido,Valido
Joseph Rice Dds,85,Acari,RN,61669075320,88593194882898,Valido,Valido
Daniel Cruz Phd,33,Alta Floresta D'oeste,RO,63865425178,40842615702702,Valido,Valido
Jane Golden Md,77,Amajari,RR,68839171444,28026169664054,Valido,Valido
Kim Dixon Dds,73,Aceguá,RS,65188492318,62101493069227,Valido,Valido
Maria Hampton Md,43,Abdon Batista,SC,21994941286,29802867191738,Valido,Valido
Rhonda Hall Dvm,77,Amparo De São Francisco,SE,34819532324,34103068162363,Valido,Valido
Micheal Russell Dvm,56,Adamantina,SP,33504640685,29712451850439,Valido,Valido
Christopher Graham Md,89,Abreulândia,TO,41017245983,81446672504940,Valido,Valido
Mark Spears Dds,26,Acrelândia,AC,03706939061,86272982130138,Valido,Valido
Tyler Castillo Jr.,48,Água Branca,AL,39757367982,83627374160441,Valido,Valido
Jessica Allen Dds,88,Alvarães,AM,46495672381,07193466992453,Valido,Valido
Catherine Greer Dds,56,Serra Do Navio,AP,73341002987,90858369720648,Valido,Valido
Noah Baker Md,44,Abaíra,BA,75829271761,31469760468747,Valido,Valido
Angelica Pierce Phd,33,Abaiara,CE,60198750080,53908113230666,Valido,Valido
Christina Haynes Jr.,76,Brasília,DF,69730773904,15168396143188,Valido,Valido
Diane Morales Phd,22,Afonso Cláudio,ES,81463659814,19725440681492,Valido,Valido
Shannon Mitchell Dds Phd,88,Abadia De Goiás,GO,61219835234,49079169972820,Valido,Valido
Daniel Bailey Md,85,Açailândia,MA,23490328507,21175925202013,Valido,Valido
Sherry Cantrell Md,83,Abadia Dos Dourados,MG,84997040185,98957215175242,Valido,Valido
Arthur Cantu Dvm,27,Água Clara,MS,64790262928,01153020241529,Valido,Valido
Mindy Reyes Phd,26,Acorizal,MT,69484054102,09319099518936,Valido,Valido
William Perry Md,51,Abaetetuba,PA,78197896038,25530103673008,Valido,Valido
Anthony Harris Jr.,22,Água Branca,PB,33720640205,83877823192280,Valido,Valido
Sheila Williams Md,18,Abreu E Lima,PE,49441641308,55330100621105,Valido,Valido
Jennifer Perry Dds,50,Acauã,PI,03751297235,91211549288931,Valido,Valido
Curtis Booth Ii,74,Abatiá,PR,59879732790,93111675743736,Valido,Valido
James Patrick Md,81,Angra Dos Reis,RJ,13591538701,44642355522288,Valido,Valido
Daniel Frey V,44,Acari,RN,00172017726,17719096344405,Valido,Valido
Sabrina Brown Md,38,Alta Floresta D'oeste,RO,05031551526,28339626834756,Valido,Valido
Sara Jones Md,84,Amajari,RR,62323722719,14649663614470,Valido,Valido
Jessica Wade Md,48,Aceguá,RS,68663398042,89121441693410,Valido,Valido
Patricia Flores Dvm,73,Abdon Batista,SC,37329349003,65302363756752,Valido,Valido
Adam Ramos Dds,28,Amparo De São Francisco,SE,37922079150,55407646641991,Valido,Valido
Dennis Johnson Dds,19,Adamantina,SP,53908647606,03160765092014,Valido,Valido
Taylor Peterson Jr.,28,Abreulândia,TO,74318152120,84872568558401,Valido,Valido
Vanessa Austin Phd,53,Acrelândia,AC,63688158920,25476472826656,Valido,Valido
Regina Yang Dds,32,Água Branca,AL,13988516040,89561340095724,Valido,Valido
Ryan Jackson Md,25,Alvarães,AM,73873909081,38715963806629,Valido,Valido
Alexander Mcclure Md,65,Serra Do Navio,AP,07351809208,72466036122875,Valido,Valido
Paul Villegas Dds,23,Abaíra,BA,85205311649,91595976161111,Valido,Valido
Walter Green Dds,82,Abaiara,CE,03536952038,46652045525376,Valido,Valido
Steve Foster Dvm,50,Brasília,DF,07798018816,94428596802585,Valido,Valido
Joshua Hayes Dds,50,Afonso Cláudio,ES,66929768049,70266899936510,Valido,Valido
Justin Smith Dds,76,Abadia De Goiás,GO,51199278319,90312549578700,Valido,Valido
Samuel Smith Dds,23,Açailândia,MA,75495355318,81256515831310,Valido,Valido
Joyce Lewis Dds,35,Abadia Dos Dourados,MG,57129000252,06461792985060,Valido,Valido
Stephen Hudson Phd,32,Água Clara,MS,22005734489,59870596759693,Valido,Valido
Craig Blankenship Jr.,45,Acorizal,MT,65133518633,72676241851352,Valido,Valido
Amanda Banks Dds,58,Abaetetuba,PA,88547991816,33067454412917,Valido,Valido
Theresa Marsh Md,69,Água Branca,PB,15456446910,43913512373500,Valido,Valido
Kevin Mcknight Md,49,Abreu E Lima,PE,63391773529,00452179887333,Valido,Valido
Robert Perry Md,33,Acauã,PI,09830353931,07755771518072,Valido,Valido
Glenn Jacobson Md,62,Abatiá,PR,76494628389,73872326684375,Valido,Valido
Stephanie Medina Md,19,Angra Dos Reis,RJ,16059882781,89189451744237,Valido,Valido
Danielle Orr Iii,89,Acari,RN,55205203480,46281369107268,Valido,Valido
James Mendoza Phd,67,Alta Floresta D'oeste,RO,14665378258,43539208912195,Valido,Valido
Manuel Bond Jr.,63,Amajari,RR,38116884999,73927857651061,Valido,Valido
Angela Roberts Md,62,Aceguá,RS,60740002201,50385797820630,Valido,Valido
Brian Cisneros Iii,43,Abdon Batista,SC,88617374390,84712786168265,Valido,Valido
Michael Hicks Dds,77,Amparo De São Francisco,SE,54526193305,73935169037965,Valido,Valido
Richard Brock Dvm,39,Adamantina,SP,04019765804,66427961145169,Valido,Valido
Anthony Barker Phd,22,Abreulândia,TO,83746673976,17618012677918,Valido,Valido
Amy Stewart Md,85,Acrelândia,AC,53292545072,99638140173094,Valido,Valido
Anthony Pena Md,76,Água Branca,AL,36258451217,37342939939696,Valido,Valido
Mary Castro Jr.,89,Alvarães,AM,06664437503,10899072714454,Valido,Valido
Kristen Christian Phd,69,Serra Do Navio,AP,21937275469,15527755921459,Valido,Valido
Jordan Mccann Md,34,Abaíra,BA,90072648341,07846209594079,Valido,Valido
Christopher Brown Jr.,68,Abaiara,CE,76528650004,25254806608496,Valido,Valido
Matthew Rodriguez Jr.,56,Brasília,DF,11855432609,79051103222702,Valido,Valido
Edward Ramos Ii,30,Afonso Cláudio,ES,76929065056,56733263173344,Valido,Valido
Julie Simmons Dvm,29,Abadia De Goiás,GO,61086628837,03257024049550,Valido,Valido
Matthew Calhoun Md,41,Açailândia,MA,28431276614,60376208309663,Valido,Valido
Benjamin Ponce Phd,88,Abadia Dos Dourados,MG,91260341828,52772903499725,Valido,Valido
Susan Fuentes Jr.,75,Água Clara,MS,16530415440,60243294246537,Valido,Valido
Christina Bauer Iii,77,Acorizal,MT,38113767134,26375078731049,Valido,Valido
Anna Woods Phd,31,Abaetetuba,PA,42337729486,70995137322068,Valido,Valido
Brianna White Md,34,Água Branca,PB,61972165909,12162857723547,Valido,Valido
Jessica Wilson Dvm,20,Abreu E Lima,PE,13411181346,44965653208687,Valido,Valido
Amanda Jones Jr.,49,Acauã,PI,17483968621,24284160351558,Valido,Valido
Rebecca Olsen Md,80,Abatiá,PR,24249273326,35593478890403,Valido,Valido
David King Jr.,70,Angra Dos Reis,RJ,07810894765,04014703722770,Valido,Valido
Karen Barrett Dds,28,Acari,RN,67019143733,44569594808900,Valido,Valido
Steven Myers Dds,76,Alta Floresta D'oeste,RO,44160326170,06228389494947,Valido,Valido
Kristy Nielsen Md,82,Amajari,RR,38688992517,42728075253856,Valido,Valido
Ashley Santiago Md,27,Aceguá,RS,93878193297,38548796931902,Valido,Valido
Crystal Thomas Md,37,Abdon Batista,SC,22831295750,77870743615362,Valido,Valido
Colleen Macdonald Dds,79,Amparo De São Francisco,SE,42053205318,21787872554958,Valido,Valido
Julia Morales Dvm,85,Adamantina,SP,29114299585,32048746281667,Valido,Valido
Michael Taylor Dds,27,Abreulândia,TO,24399505990,39900830114700,Valido,Valido
Jeff Dennis Jr.,52,Acrelândia,AC,24230661630,87805486815184,Valido,Valido
Diana Crawford Dds,48,Água Branca,AL,98175878606,28895835421430,Valido,Valido
Daniel Bird Dds,23,Alvarães,AM,96066775910,16910935217632,Valido,Valido
Mary Webb Dds,54,Serra Do Navio,AP,89408954874,47391250114410,Valido,Valido
Amanda Coleman Md,82,Abaíra,BA,47401618001,20020669199641,Valido,Valido
Daniel Miller Phd Ii,46,Abaiara,CE,56424586474,92081183408053,Valido,Valido
Ronald Morris Ii,47,Brasília,DF,85610025575,80077956775114,Valido,Valido
Alexis Wiggins Md,47,Afonso Cláudio,ES,15060071049,12200989381291,Valido,Valido
Brenda Whitaker Dds,56,Abadia De Goiás,GO,43056916631,76473701938922,Valido,Valido
Jessica Ryan Dds,19,Açailândia,MA,38353755807,40524525501433,Valido,Valido
Nicole Young Phd,21,Abadia Dos Dourados,MG,97188284199,60415485021103,Valido,Valido
Linda Hunt Dds,45,Água Clara,MS,55166289030,75625803418879,Valido,Valido
Gregory Sanchez Jr.,64,Acorizal,MT,95047230554,89056551253208,Valido,Valido
Andrew Boyd Dds,83,Abaetetuba,PA,16338878047,60542556448000,Valido,Valido
James Hunt Md,59,Água Branca,PB,52705947736,18806927939205,Valido,Valido
Steven Webb Md,28,Abreu E Lima,PE,01586633651,99545447397747,Valido,Valido
Connie Weeks Dds,46,Acauã,PI,69155130356,19813972227845,Valido,Valido
Renee Cox Md,39,Abatiá,PR,98748397326,15670005637555,Valido,Valido
Paul Castillo Phd,24,Angra Dos Reis,RJ,65134126330,49177089206101,Valido,Valido
Miranda Mathis Phd,18,Acari,RN,92619935598,51986239066211,Valido,Valido
Alexis Jones Md,83,Alta Floresta D'oeste,RO,70666966117,22461767129277,Valido,Valido
Elizabeth Serrano Phd,26,Amajari,RR,40821214713,46844821023903,Valido,Valido
Kathleen Daniel Md,62,Aceguá,RS,90908051093,56408729520664,Valido,Valido
Christian Hughes Md,41,Abdon Batista,SC,31521136505,84805815634811,Valido,Valido
Joshua Vega Dds,61,Amparo De São Francisco,SE,11284169219,58225229821221,Valido,Valido
Michael Brock Jr.,44,Adamantina,SP,68756251130,86515092582191,Valido,Valido
Taylor White Jr.,66,Abreulândia,TO,47387721122,79524856565997,Valido,Valido
James Lee Phd,83,Acrelândia,AC,98682872439,65890407772821,Valido,Valido
Susan Turner Jr.,63,Água Branca,AL,98536888911,01946911525565,Valido,Valido
Benjamin Schmidt Md,32,Alvarães,AM,61811083510,24811756784759,Valido,Valido
Jeffrey Martinez Ii,20,Serra Do Navio,AP,02698168366,50370410091300,Valido,Valido
Jennifer Cook Dds,37,Abaíra,BA,47677906893,82453256332383,Valido,Valido
Randall Davis Phd,79,Abaiara,CE,92661606360,37231944882174,Valido,Valido
Tamara Lewis Dds,69,Brasília,DF,18919387540,78220010009186,Valido,Valido
Mary Hernandez Md,77,Afonso Cláudio,ES,71181397189,31742789163992,Valido,Valido
John Becker Iii,81,Abadia De Goiás,GO,36466007642,38474364887130,Valido,Valido
Christopher Williams Dds,32,Açailândia,MA,73967591107,97994712979527,Valido,Valido
Christopher Mccarty Md,36,Abadia Dos Dourados,MG,75261458269,72064644764375,Valido,Valido
Jeffrey Garcia Md,68,Água Clara,MS,50891642668,23745627687385,Valido,Valido
Alex Bradley Jr.,49,Acorizal,MT,93443991319,20968598148880,Valido,Valido
Dustin Martinez Jr. Md,48,Abaetetuba,PA,68572109420,27138439896003,Valido,Valido
Dawn Mcmahon Md,24,Água Branca,PB,25735153382,64354890142502,Valido,Valido
Linda Garcia Md,18,Abreu E Lima,PE,13327729190,16165311279072,Valido,Valido
Anne Wilson Md,29,Acauã,PI,09127912680,08224756948073,Valido,Valido
Allison Owens Md,21,Abatiá,PR,79486772401,73044217258000,Valido,Valido
Christopher Davis Phd,27,Angra Dos Reis,RJ,26159092669,23873483649840,Valido,Valido
Kelly Benton Jr.,23,Acari,RN,05910668587,00465844711128,Valido,Valido
Donald Smith Md,80,Alta Floresta D'oeste,RO,95595969695,87765220580506,Valido,Valido
Marcus Wilson Md,81,Amajari,RR,88280395156,91314841193253,Valido,Valido
Andrea Cruz Dds,51,Aceguá,RS,62233403118,42981468300620,Valido,Valido
Elizabeth Brown Dvm,47,Abdon Batista,SC,52813533572,60630972253138,Valido,Valido
Joseph Gibson Md,82,Amparo De São Francisco,SE,24079737475,71273651765477,Valido,Valido
Tasha Pierce Md,86,Adamantina,SP,71191868419,10948987154431,Valido,Valido
Brett Lopez Jr.,71,Abreulândia,TO,36009124107,68602196125095,Valido,Valido
Brandi Jackson Dvm,51,Acrelândia,AC,59676924873,81888164568804,Valido,Valido
Lindsey Callahan Md,70,Água Branca,AL,01648275443,47813693222858,Valido,Valido
Justin Beard Jr.,30,Alvarães,AM,38761830739,74787731778689,Valido,Valido
Annette Clark Jr.,56,Serra Do Navio,AP,94479139540,19314287984659,Valido,Valido
Kelli Williams Dvm,54,Abaíra,BA,27370489825,21291859258506,Valido,Valido
Kelly Johnson Jr.,26,Abaiara,CE,94997586315,94373267908145,Valido,Valido
Benjamin Molina Jr.,28,Brasília,DF,62032459256,56891211327972,Valido,Valido
Paul Edwards Md,67,Afonso Cláudio,ES,47072903020,07878602258605,Valido,Valido
Kurt Stevens Phd,51,Abadia De Goiás,GO,24500029605,92521404080665,Valido,Valido
Jeffrey Munoz Md,88,Açailândia,MA,44483649094,69428887537431,Valido,Valido
Michael Rodriguez Phd,44,Abadia Dos Dourados,MG,01933125063,13538830192433,Valido,Valido
Mallory Holland Md,83,Água Clara,MS,06595358409,63389141258254,Valido,Valido
Seth Pace Dds,54,Acorizal,MT,76145376708,36229428865302,Valido,Valido
Laura Scott Md,42,Abaetetuba,PA,32558695100,78692527803095,Valido,Valido
Cody Steele Dds,70,Água Branca,PB,34392454460,02405693808656,Valido,Valido
Justin Bryant Dvm,29,Abreu E Lima,PE,30376326662,21811142355829,Valido,Valido
Justin Swanson Dds,61,Acauã,PI,68961895508,67760795546258,Valido,Valido
Mary Dunn Dvm,36,Abatiá,PR,44190887889,66588724626285,Valido,Valido
Renee Moore Dds,47,Angra Dos Reis,RJ,77564421053,87838154845275,Valido,Valido
Daniel Spencer Md,79,Acari,RN,56908734897,56512169200001,Valido,Valido
Bryan Summers Md,53,Alta Floresta D'oeste,RO,70590255614,46760171050052,Valido,Valido
Cristina Peterson Md,86,Amajari,RR,31374698563,02370012489892,Valido,Valido
Jason Anderson Md,76,Aceguá,RS,07665718663,44717645504180,Valido,Valido
David Schwartz Md,21,Abdon Batista,SC,13620483647,37002130298130,Valido,Valido
Regina Cortez Phd,72,Amparo De São Francisco,SE,60641683820,66969232478702,Valido,Valido
William Montoya Jr.,30,Adamantina,SP,36944684802,40902036006035,Valido,Valido
Annette Walker Phd,84,Abreulândia,TO,89723754894,55351410486802,Valido,Valido
Lance Duncan Phd,32,Acrelândia,AC,20833374842,13671680969142,Valido,Valido
April Hinton Dvm,33,Água Branca,AL,84149793352,66468106428742,Valido,Valido
Patricia Greer Md,23,Alvarães,AM,32179988710,02965713122571,Valido,Valido
Jerry Hernandez Md,47,Serra Do Navio,AP,86886607600,10872634463295,Valido,Valido
Laura Bruce Jr.,70,Abaíra,BA,06298434143,85262524975619,Valido,Valido
Patricia Torres Jr.,88,Abaiara,CE,67756802101,76136322371378,Valido,Valido
Juan Martin Jr.,33,Brasília,DF,15639331526,68386371113803,Valido,Valido
Lori Mcdonald Ii,48,Afonso Cláudio,ES,23473535605,58155950626163,Valido,Valido
Danny Thompson Dds,81,Abadia De Goiás,GO,53638610977,41213207317087,Valido,Valido
Heidi Miranda Phd,36,Açailândia,MA,59057799707,34645836490235,Valido,Valido
Karen Manning Md,38,Abadia Dos Dourados,MG,52028918578,41823342187590,Valido,Valido
Stephen Berry Phd,37,Água Clara,MS,33099567841,53175637750850,Valido,Valido
Sharon Thompson Md,21,Acorizal,MT,30445538066,31261975543303,Valido,Valido
Jesse Rogers Md,55,Abaetetuba,PA,97282158789,74585176500671,Valido,Valido
Stephanie Gonzalez Dvm,50,Água Branca,PB,09119575700,22740819953907,Valido,Valido
Nicole Walter Md,43,Abreu E Lima,PE,46725474268,07630581012362,Valido,Valido
Susan Moore Phd,20,Acauã,PI,22375073410,58902095783989,Valido,Valido
Keith Williams Phd,90,Abatiá,PR,53480679978,59757129563676,Valido,Valido
Dan Johnson Jr.,77,Angra Dos Reis,RJ,70561089701,95766052575751,Valido,Valido
Dana Jackson Jr.,51,Acari,RN,08278753717,95539680705681,Valido,Valido
Hayley Williams Dds,37,Alta Floresta D'oeste,RO,05242561955,89454307194353,Valido,Valido
Catherine Blackburn Phd,18,Amajari,RR,69863484520,76450284045108,Valido,Valido
Rebekah Wright Phd,88,Aceguá,RS,14355227618,40226839045500,Valido,Valido
Matthew Rodriguez Dvm,27,Abdon Batista,SC,48416133158,83758563086970,Valido,Valido
Samantha Evans Dds,84,Amparo De São Francisco,SE,19921041231,49976862180966,Valido,Valido
Jacob Thompson Md,32,Adamantina,SP,51495655636,84718441419319,Valido,Valido
Mark Shepard Dds,40,Abreulândia,TO,24641232938,07036104202075,Valido,Valido
Cynthia Parks Md,68,Acrelândia,AC,55302958350,01383870272826,Valido,Valido
Clinton Watson Iii,46,Água Branca,AL,81350523836,63459458587701,Valido,Valido
Sarah Johnson Dds,20,Alvarães,AM,29028654305,60470686357870,Valido,Valido
Troy Williams Md,35,Serra Do Navio,AP,21546786376,01980640284699,Valido,Valido
Mark Horton Md,19,Abaíra,BA,34397720045,44742097191000,Valido,Valido
William Robbins Dvm,72,Abaiara,CE,05738530969,61125817353776,Valido,Valido
Anthony Hickman Dvm,34,Brasília,DF,16807984561,00990626366685,Valido,Valido
Alexander Martinez Md,80,Afonso Cláudio,ES,34553131242,15258710105378,Valido,Valido
Sarah Lane Md,40,Abadia De Goiás,GO,04154514180,45984891602090,Valido,Valido
John Goodman Iv,44,Açailândia,MA,04496285231,20916391534400,Valido,Valido
Joy Baxter Jr.,89,Abadia Dos Dourados,MG,54320330978,77052412941549,Valido,Valido
Taylor Roberson Dvm,50,Água Clara,MS,02243556782,64859766732126,Valido,Valido
Kathleen Becker Md,47,Acorizal,MT,14266002165,98612646770825,Valido,Valido
Kaitlin Bender Dvm,27,Abaetetuba,PA,85517519725,56641554875170,Valido,Valido
Hannah Griffith Dvm,36,Água Branca,PB,46406508173,10256174177693,Valido,Valido
Fred Nichols Md,79,Abreu E Lima,PE,98675356420,41215628206482,Valido,Valido
Philip Adams Dds,67,Acauã,PI,95886043896,84425394947419,Valido,Valido
Joshua Sims Dvm,19,Abatiá,PR,87726536802,73072338604907,Valido,Valido
Zachary Carter V,21,Angra Dos Reis,RJ,40441435440,63477917990240,Valido,Valido
Jonathan Smith Ii,71,Acari,RN,20760871680,45821018186512,Valido,Valido
Daniel Martin Md,78,Alta Floresta D'oeste,RO,17774935525,32148898354701,Valido,Valido
